film	{age:289, american:2761, april:710, area:215, both:773, century:353, city:709, county:124, december:764, early:711, film:18854, first:2720, high:481, history:686, including:926, january:774, john:1340, july:824, june:646, known:762, life:1339, made:1533, march:728, national:800, news:907, north:341, november:656, october:796, org:713, part:863, people:984, population:34, press:571, school:447, september:747, south:310, state:282, states:596, three:856, through:610, time:1796, town:281, two:1547, united:698, university:527, war:715, world:1289, year:1382, years:922, york:1272}
first	{age:1306, american:3290, april:2580, area:1791, both:3283, century:3528, city:3395, county:1307, december:2265, early:3624, film:2720, first:19624, high:2129, history:4676, including:2558, january:2467, john:3172, july:2439, june:2380, known:3876, life:2706, made:4038, march:2517, national:2675, news:2212, north:1845, november:2283, october:2432, org:1848, part:3233, people:2420, population:775, press:1711, school:2125, september:2489, south:1920, state:2675, states:2621, three:4465, through:2975, time:7902, town:1768, two:8496, united:3089, university:2889, war:4145, world:5476, year:4709, years:4725, york:2278}
high	{age:486, american:838, april:738, area:1034, both:1278, century:569, city:1310, county:672, december:546, early:883, film:481, first:2129, high:7732, history:767, including:1105, january:710, john:639, july:725, june:556, known:1349, life:800, made:1228, march:698, national:969, news:680, north:881, november:580, october:559, org:1004, part:972, people:1033, population:440, press:502, school:7965, september:598, south:883, state:1060, states:751, three:1219, through:1322, time:1924, town:629, two:2421, united:754, university:1071, war:690, world:1237, year:1058, years:1119, york:602}
history	{age:953, american:2299, april:1184, area:1446, both:1186, century:2435, city:2599, county:2049, december:973, early:2276, film:686, first:4676, high:767, history:10544, including:1212, january:1101, john:2097, july:990, june:996, known:1787, life:1255, made:1161, march:1158, national:1812, news:883, north:1338, november:926, october:961, org:2194, part:1549, people:1813, population:777, press:2899, school:1057, september:1071, south:1201, state:1740, states:1834, three:1200, through:1271, time:2416, town:1463, two:2099, united:1841, university:3421, war:2242, world:2660, year:1276, years:1852, york:1725}
including	{age:3126, american:1168, april:815, area:960, both:1265, century:916, city:1947, county:803, december:662, early:1139, film:926, first:2558, high:1105, history:1212, including:2380, january:757, john:1016, july:699, june:714, known:1540, life:997, made:1258, march:772, national:1165, news:795, north:861, november:614, october:687, org:1031, part:1170, people:1199, population:1790, press:594, school:791, september:762, south:836, state:1114, states:996, three:1305, through:1233, time:1960, town:882, two:2296, united:1053, university:1086, war:1241, world:1682, year:1099, years:1294, york:729}
january	{age:316, american:1538, april:1719, area:505, both:699, century:457, city:1320, county:635, december:2249, early:745, film:774, first:2467, high:710, history:1101, including:757, january:8886, john:1156, july:1545, june:1553, known:714, life:797, made:827, march:2108, national:1121, news:2269, north:685, november:1663, october:1575, org:1559, part:813, people:964, population:421, press:727, school:547, september:1627, south:667, state:1062, states:993, three:717, through:693, time:1524, town:407, two:1463, united:1262, university:996, war:955, world:1311, year:1470, years:1028, york:1089}
john	{age:471, american:2666, april:1032, area:456, both:868, century:1247, city:1227, county:879, december:1023, early:1127, film:1340, first:3172, high:639, history:2097, including:1016, january:1156, john:15234, july:1050, june:1131, known:1136, life:1542, made:1033, march:1263, national:1148, news:869, north:928, november:999, october:1063, org:1001, part:980, people:1227, population:196, press:2063, school:981, september:959, south:853, state:1285, states:1295, three:1133, through:843, time:1798, town:636, two:1936, united:1579, university:2266, war:1493, world:1444, year:1158, years:1323, york:1919}
july	{age:303, american:1258, april:1780, area:479, both:675, century:374, city:1199, county:544, december:1504, early:718, film:824, first:2439, high:725, history:990, including:699, january:1545, john:1050, july:7258, june:2488, known:743, life:721, made:834, march:1677, national:995, news:2235, north:592, november:1330, october:1536, org:1614, part:756, people:983, population:440, press:811, school:538, september:1966, south:624, state:975, states:864, three:832, through:690, time:1472, town:498, two:1497, united:1198, university:840, war:1029, world:1365, year:1286, years:915, york:1278}
june	{age:300, american:1408, april:1969, area:449, both:650, century:380, city:1156, county:527, december:1495, early:697, film:646, first:2380, high:556, history:996, including:714, january:1553, john:1131, july:2488, june:6896, known:702, life:758, made:803, march:1827, national:1095, news:2252, north:631, november:1392, october:1584, org:1619, part:718, people:958, population:324, press:795, school:629, september:1754, south:641, state:964, states:836, three:777, through:753, time:1482, town:456, two:1524, united:1063, university:874, war:1115, world:1458, year:1170, years:962, york:1078}
known	{age:588, american:1471, april:860, area:1455, both:1520, century:1728, city:1757, county:542, december:711, early:1797, film:762, first:3876, high:1349, history:1787, including:1540, january:714, john:1136, july:743, june:702, known:4278, life:1312, made:1649, march:795, national:1065, news:612, north:1118, november:672, october:718, org:1029, part:1521, people:1440, population:448, press:689, school:860, september:752, south:995, state:1199, states:1078, three:1519, through:1569, time:2623, town:1026, two:2992, united:983, university:1270, war:1261, world:1792, year:1194, years:1642, york:782}
life	{age:742, american:1289, april:785, area:371, both:1147, century:919, city:915, county:291, december:699, early:2147, film:1339, first:2706, high:800, history:1255, including:997, january:797, john:1542, july:721, june:758, known:1312, life:6676, made:1195, march:854, national:773, news:953, north:438, november:691, october:803, org:886, part:1108, people:1418, population:255, press:1266, school:917, september:792, south:413, state:755, states:660, three:1104, through:1267, time:2437, town:366, two:2050, united:614, university:1525, war:978, world:1820, year:1179, years:1966, york:1369}
made	{age:3380, american:1037, april:912, area:753, both:1514, century:1212, city:1104, county:345, december:758, early:1297, film:1533, first:4038, high:1228, history:1161, including:1258, january:827, john:1033, july:834, june:803, known:1649, life:1195, made:4318, march:916, national:849, news:856, north:711, november:756, october:834, org:709, part:1400, people:1306, population:1573, press:650, school:522, september:765, south:776, state:1078, states:874, three:1461, through:1438, time:2814, town:534, two:2883, united:920, university:751, war:1304, world:1583, year:1450, years:3135, york:854}
march	{age:320, american:1386, april:2772, area:534, both:749, century:524, city:1321, county:667, december:1824, early:803, film:728, first:2517, high:698, history:1158, including:772, january:2108, john:1263, july:1677, june:1827, known:795, life:854, made:916, march:8506, national:1169, news:2370, north:675, november:1521, october:1678, org:1737, part:881, people:1156, population:402, press:842, school:557, september:1672, south:741, state:1129, states:1014, three:958, through:780, time:1662, town:537, two:1757, united:1286, university:1139, war:1273, world:1571, year:1344, years:1024, york:1202}
national	{age:444, american:1970, april:1203, area:1280, both:1033, century:674, city:1984, county:1691, december:1028, early:755, film:800, first:2675, high:969, history:1812, including:1165, january:1121, john:1148, july:995, june:1095, known:1065, life:773, made:849, march:1169, national:12586, news:1443, north:1061, november:980, october:1047, org:1589, part:1457, people:1694, population:687, press:1049, school:1247, september:1102, south:1300, state:2198, states:2262, three:1049, through:988, time:1417, town:633, two:1806, united:2571, university:2376, war:1486, world:2243, year:1518, years:1276, york:1096}
news	{age:290, american:915, april:2527, area:399, both:755, century:260, city:1398, county:526, december:2098, early:560, film:907, first:2212, high:680, history:883, including:795, january:2269, john:869, july:2235, june:2252, known:612, life:953, made:856, march:2370, national:1443, news:11918, north:739, november:2018, october:2240, org:2016, part:774, people:1084, population:201, press:1183, school:661, september:2242, south:765, state:924, states:681, three:817, through:618, time:1590, town:357, two:1528, united:1083, university:1143, war:748, world:2784, year:1208, years:1217, york:1141}
north	{age:344, american:1868, april:637, area:2119, both:785, century:901, city:2769, county:3153, december:581, early:725, film:341, first:1845, high:881, history:1338, including:861, january:685, john:928, july:592, june:631, known:1118, life:438, made:711, march:675, national:1061, news:739, north:9178, november:562, october:578, org:736, part:1498, people:1085, population:747, press:666, school:870, september:633, south:5685, state:1957, states:1454, three:965, through:1334, time:1047, town:1891, two:1769, united:1468, university:1455, war:1098, world:1088, year:783, years:824, york:902}
november	{age:277, american:1144, april:1532, area:399, both:678, century:309, city:1204, county:566, december:2057, early:669, film:656, first:2283, high:580, history:926, including:614, january:1663, john:999, july:1330, june:1392, known:672, life:691, made:756, march:1521, national:980, news:2018, north:562, november:7208, october:2371, org:1439, part:714, people:900, population:248, press:878, school:617, september:1580, south:618, state:923, states:773, three:741, through:604, time:1323, town:402, two:1445, united:1065, university:1011, war:979, world:1327, year:1103, years:888, york:1003}
october	{age:334, american:1283, april:1723, area:411, both:675, century:371, city:1204, county:405, december:1780, early:685, film:796, first:2432, high:559, history:961, including:687, january:1575, john:1063, july:1536, june:1584, known:718, life:803, made:834, march:1678, national:1047, news:2240, north:578, november:2371, october:7096, org:1589, part:713, people:986, population:217, press:800, school:511, september:2411, south:652, state:892, states:864, three:779, through:796, time:1478, town:416, two:1550, united:1201, university:945, war:1189, world:1566, year:1204, years:984, york:1122}
org	{age:408, american:1618, april:1878, area:628, both:825, century:602, city:1320, county:1021, december:1503, early:760, film:713, first:1848, high:1004, history:2194, including:1031, january:1559, john:1001, july:1614, june:1619, known:1029, life:886, made:709, march:1737, national:1589, news:2016, north:736, november:1439, october:1589, org:10604, part:907, people:1128, population:588, press:1209, school:906, september:1722, south:751, state:1264, states:1173, three:747, through:925, time:1345, town:441, two:1309, united:1406, university:1545, war:810, world:2106, year:981, years:925, york:840}
part	{age:473, american:913, april:886, area:2043, both:1269, century:1329, city:2127, county:1596, december:691, early:1227, film:863, first:3233, high:972, history:1549, including:1170, january:813, john:980, july:756, june:718, known:1521, life:1108, made:1400, march:881, national:1457, news:774, north:1498, november:714, october:713, org:907, part:5414, people:1211, population:823, press:694, school:921, september:766, south:1462, state:1614, states:1151, three:1345, through:1485, time:2448, town:1465, two:2762, united:1085, university:1079, war:1574, world:1748, year:1121, years:1318, york:811}
people	{age:1354, american:4956, april:1235, area:1643, both:1209, century:1835, city:3537, county:1884, december:966, early:934, film:984, first:2420, high:1033, history:1813, including:1199, january:964, john:1227, july:983, june:958, known:1440, life:1418, made:1306, march:1156, national:1694, news:1084, north:1085, november:900, october:986, org:1128, part:1211, people:15270, population:4783, press:910, school:1124, september:1017, south:1198, state:1729, states:1946, three:1090, through:1261, time:2184, town:1815, two:2200, united:2035, university:2059, war:1761, world:2281, year:1119, years:1625, york:1187}
population	{age:6415, american:2700, april:434, area:1986, both:379, century:701, city:5453, county:3273, december:343, early:374, film:34, first:775, high:440, history:777, including:1790, january:421, john:196, july:440, june:324, known:448, life:255, made:1573, march:402, national:687, news:201, north:747, november:248, october:217, org:588, part:823, people:4783, population:7254, press:191, school:367, september:241, south:890, state:1240, states:2041, three:373, through:369, time:589, town:2711, two:2107, united:1866, university:418, war:634, world:850, year:532, years:2948, york:230}
press	{age:400, american:1576, april:853, area:285, both:649, century:991, city:878, county:237, december:716, early:822, film:571, first:1711, high:502, history:2899, including:594, january:727, john:2063, july:811, june:795, known:689, life:1266, made:650, march:842, national:1049, news:1183, north:666, november:878, october:800, org:1209, part:694, people:910, population:191, press:6190, school:399, september:796, south:512, state:1109, states:770, three:651, through:688, time:1277, town:228, two:1158, united:824, university:10320, war:1328, world:1810, year:590, years:861, york:2933}
school	{age:889, american:971, april:703, area:954, both:762, century:570, city:1969, county:1853, december:520, early:843, film:447, first:2125, high:7965, history:1057, including:791, january:547, john:981, july:538, june:629, known:860, life:917, made:522, march:557, national:1247, news:661, north:870, november:617, october:511, org:906, part:921, people:1124, population:367, press:399, school:24120, september:609, south:861, state:1620, states:819, three:884, through:889, time:1189, town:937, two:1618, united:939, university:4162, war:528, world:844, year:1683, years:1411, york:813}
september	{age:281, american:1344, april:1654, area:497, both:750, century:396, city:1324, county:455, december:1492, early:682, film:747, first:2489, high:598, history:1071, including:762, january:1627, john:959, july:1966, june:1754, known:752, life:792, made:765, march:1672, national:1102, news:2242, north:633, november:1580, october:2411, org:1722, part:766, people:1017, population:241, press:796, school:609, september:7136, south:644, state:924, states:935, three:872, through:719, time:1502, town:463, two:1631, united:1292, university:1074, war:1241, world:1553, year:1200, years:962, york:1306}
south	{age:281, american:1385, april:705, area:1888, both:824, century:870, city:2688, county:2628, december:636, early:704, film:310, first:1920, high:883, history:1201, including:836, january:667, john:853, july:624, june:641, known:995, life:413, made:776, march:741, national:1300, news:765, north:5685, november:618, october:652, org:751, part:1462, people:1198, population:890, press:512, school:861, september:644, south:9820, state:1556, states:1317, three:892, through:1203, time:1064, town:1636, two:1818, united:1481, university:1203, war:1154, world:1421, year:779, years:831, york:651}
state	{age:465, american:1393, april:961, area:1322, both:1221, century:929, city:3177, county:4446, december:967, early:857, film:282, first:2675, high:1060, history:1740, including:1114, january:1062, john:1285, july:975, june:964, known:1199, life:755, made:1078, march:1129, national:2198, news:924, north:1957, november:923, october:892, org:1264, part:1614, people:1729, population:1240, press:1109, school:1620, september:924, south:1556, state:15600, states:3713, three:1156, through:1407, time:1792, town:1088, two:2139, united:2604, university:3804, war:1589, world:1356, year:1261, years:1339, york:3249}
states	{age:394, american:3087, april:957, area:2048, both:1078, century:837, city:3086, county:3304, december:889, early:819, film:596, first:2621, high:751, history:1834, including:996, january:993, john:1295, july:864, june:836, known:1078, life:660, made:874, march:1014, national:2262, news:681, north:1454, november:773, october:864, org:1173, part:1151, people:1946, population:2041, press:770, school:819, september:935, south:1317, state:3713, states:11188, three:861, through:926, time:1553, town:786, two:1726, united:28200, university:1321, war:2389, world:1928, year:983, years:1066, york:1667}
three	{age:550, american:934, april:885, area:885, both:1498, century:842, city:1381, county:632, december:785, early:1075, film:856, first:4465, high:1219, history:1200, including:1305, january:717, john:1133, july:832, june:777, known:1519, life:1104, made:1461, march:958, national:1049, news:817, north:965, november:741, october:779, org:747, part:1345, people:1090, population:373, press:651, school:884, september:872, south:892, state:1156, states:861, three:5660, through:1317, time:2580, town:601, two:5805, united:905, university:975, war:1110, world:1718, year:1959, years:2655, york:828}
through	{age:462, american:862, april:745, area:1174, both:1600, century:1066, city:1523, county:739, december:684, early:1114, film:610, first:2975, high:1322, history:1271, including:1233, january:693, john:843, july:690, june:753, known:1569, life:1267, made:1438, march:780, national:988, news:618, north:1334, november:604, october:796, org:925, part:1485, people:1261, population:369, press:688, school:889, september:719, south:1203, state:1407, states:926, three:1317, through:4958, time:2623, town:976, two:2893, united:830, university:889, war:1087, world:1661, year:1031, years:1331, york:751}
time	{age:961, american:1758, april:1585, area:1113, both:2578, century:1761, city:1915, county:595, december:1391, early:2175, film:1796, first:7902, high:1924, history:2416, including:1960, january:1524, john:1798, july:1472, june:1482, known:2623, life:2437, made:2814, march:1662, national:1417, news:1590, north:1047, november:1323, october:1478, org:1345, part:2448, people:2184, population:589, press:1277, school:1189, september:1502, south:1064, state:1792, states:1553, three:2580, through:2623, time:15782, town:859, two:5008, united:1432, university:1617, war:2153, world:3331, year:2944, years:3357, york:1600}
town	{age:1466, american:981, april:509, area:2172, both:516, century:1155, city:2751, county:4028, december:309, early:703, film:281, first:1768, high:629, history:1463, including:882, january:407, john:636, july:498, june:456, known:1026, life:366, made:534, march:537, national:633, news:357, north:1891, november:402, october:416, org:441, part:1465, people:1815, population:2711, press:228, school:937, september:463, south:1636, state:1088, states:786, three:601, through:976, time:859, town:10338, two:1301, united:1187, university:407, war:824, world:640, year:637, years:1367, york:774}
two	{age:1976, american:4559, april:1755, area:1741, both:4104, century:1565, city:2799, county:1157, december:1460, early:2120, film:1547, first:8496, high:2421, history:2099, including:2296, january:1463, john:1936, july:1497, june:1524, known:2992, life:2050, made:2883, march:1757, national:1806, news:1528, north:1769, november:1445, october:1550, org:1309, part:2762, people:2200, population:2107, press:1158, school:1618, september:1631, south:1818, state:2139, states:1726, three:5805, through:2893, time:5008, town:1301, two:13976, united:1701, university:1854, war:2157, world:2885, year:3232, years:4184, york:1497}
united	{age:418, american:3207, april:1330, area:1468, both:1025, century:686, city:3674, county:3230, december:1217, early:797, film:698, first:3089, high:754, history:1841, including:1053, january:1262, john:1579, july:1198, june:1063, known:983, life:614, made:920, march:1286, national:2571, news:1083, north:1468, november:1065, october:1201, org:1406, part:1085, people:2035, population:1866, press:824, school:939, september:1292, south:1481, state:2604, states:28200, three:905, through:830, time:1432, town:1187, two:1701, united:13392, university:1684, war:2337, world:2512, year:1241, years:1149, york:1703}
university	{age:585, american:2494, april:1161, area:716, both:959, century:1175, city:2067, county:909, december:770, early:1111, film:527, first:2889, high:1071, history:3421, including:1086, january:996, john:2266, july:840, june:874, known:1270, life:1525, made:751, march:1139, national:2376, news:1143, north:1455, november:1011, october:945, org:1545, part:1079, people:2059, population:418, press:10320, school:4162, september:1074, south:1203, state:3804, states:1321, three:975, through:889, time:1617, town:407, two:1854, united:1684, university:25098, war:1279, world:2446, year:1596, years:1477, york:2580}
war	{age:414, american:3148, april:1155, area:863, both:1330, century:1219, city:1517, county:1189, december:940, early:1233, film:715, first:4145, high:690, history:2242, including:1241, january:955, john:1493, july:1029, june:1115, known:1261, life:978, made:1304, march:1273, national:1486, news:748, north:1098, november:979, october:1189, org:810, part:1574, people:1761, population:634, press:1328, school:528, september:1241, south:1154, state:1589, states:2389, three:1110, through:1087, time:2153, town:824, two:2157, united:2337, university:1279, war:15106, world:8799, year:1186, years:2199, york:1218}
world	{age:722, american:2133, april:1543, area:937, both:1672, century:1468, city:2146, county:351, december:1258, early:1365, film:1289, first:5476, high:1237, history:2660, including:1682, january:1311, john:1444, july:1365, june:1458, known:1792, life:1820, made:1583, march:1571, national:2243, news:2784, north:1088, november:1327, october:1566, org:2106, part:1748, people:2281, population:850, press:1810, school:844, september:1553, south:1421, state:1356, states:1928, three:1718, through:1661, time:3331, town:640, two:2885, united:2512, university:2446, war:8799, world:15210, year:2242, years:1989, york:1928}
year	{age:857, american:1216, april:1253, area:681, both:1166, century:778, city:1771, county:776, december:1212, early:1076, film:1382, first:4709, high:1058, history:1276, including:1099, january:1470, john:1158, july:1286, june:1170, known:1194, life:1179, made:1450, march:1344, national:1518, news:1208, north:783, november:1103, october:1204, org:981, part:1121, people:1119, population:532, press:590, school:1683, september:1200, south:779, state:1261, states:983, three:1959, through:1031, time:2944, town:637, two:3232, united:1241, university:1596, war:1186, world:2242, year:9438, years:2875, york:1025}
years	{age:13070, american:1301, april:1101, area:932, both:1395, century:1126, city:2665, county:1067, december:958, early:1982, film:922, first:4725, high:1119, history:1852, including:1294, january:1028, john:1323, july:915, june:962, known:1642, life:1966, made:3135, march:1024, national:1276, news:1217, north:824, november:888, october:984, org:925, part:1318, people:1625, population:2948, press:861, school:1411, september:962, south:831, state:1339, states:1066, three:2655, through:1331, time:3357, town:1367, two:4184, united:1149, university:1477, war:2199, world:1989, year:2875, years:6534, york:1141}
york	{age:469, american:2698, april:1225, area:523, both:728, century:719, city:4594, county:1556, december:1091, early:971, film:1272, first:2278, high:602, history:1725, including:729, january:1089, john:1919, july:1278, june:1078, known:782, life:1369, made:854, march:1202, national:1096, news:1141, north:902, november:1003, october:1122, org:840, part:811, people:1187, population:230, press:2933, school:813, september:1306, south:651, state:3249, states:1667, three:828, through:751, time:1600, town:774, two:1497, united:1703, university:2580, war:1218, world:1928, year:1025, years:1141, york:12644}
