film	{age:605, american:5113, april:1502, area:449, both:1482, century:717, city:1569, county:301, december:1576, early:1412, film:34784, first:5338, high:1048, history:1417, including:1824, january:1565, john:2705, july:1719, june:1362, known:1478, life:2726, made:2823, march:1484, national:1562, news:1940, north:714, november:1339, october:1680, org:1522, part:1727, people:2033, population:90, press:1244, school:962, september:1540, south:624, state:606, states:1305, three:1712, through:1274, time:3760, town:578, two:3221, united:1608, university:1155, war:1581, world:2615, year:2628, years:1888, york:2708}
first	{age:2599, american:6589, april:5281, area:3621, both:6536, century:6548, city:6974, county:2686, december:4541, early:7206, film:5338, first:37012, high:4426, history:9122, including:5295, january:4983, john:6357, july:4950, june:4835, known:7399, life:5610, made:7808, march:5066, national:5481, news:4932, north:3852, november:4506, october:5011, org:4128, part:6584, people:5056, population:1708, press:3792, school:4290, september:4945, south:3930, state:5337, states:5633, three:8546, through:5906, time:14511, town:3467, two:16333, united:6489, university:6059, war:8179, world:10680, year:9061, years:9178, york:4849}
high	{age:1063, american:1840, april:1520, area:2080, both:2505, century:1234, city:2820, county:1473, december:1180, early:1851, film:1048, first:4426, high:13926, history:1710, including:2136, january:1390, john:1361, july:1430, june:1246, known:2604, life:1574, made:2336, march:1433, national:2075, news:1528, north:1839, november:1190, october:1186, org:2103, part:2049, people:2055, population:909, press:1108, school:13014, september:1276, south:1782, state:2296, states:1736, three:2440, through:2683, time:3781, town:1301, two:4803, united:1759, university:2407, war:1497, world:2534, year:2197, years:2302, york:1324}
history	{age:1713, american:4305, april:2334, area:2925, both:2438, century:4791, city:5102, county:3873, december:1944, early:4087, film:1417, first:9122, high:1710, history:18090, including:2586, january:2182, john:4057, july:2045, june:2004, known:3714, life:2619, made:2509, march:2345, national:3576, news:1814, north:2735, november:1909, october:1942, org:3904, part:3219, people:3648, population:1765, press:5565, school:2136, september:2072, south:2534, state:3472, states:4039, three:2533, through:2644, time:4884, town:2888, two:4558, united:4056, university:6478, war:4642, world:5222, year:2676, years:3690, york:3524}
including	{age:4773, american:2388, april:1711, area:1954, both:2403, century:1819, city:4056, county:1983, december:1404, early:2205, film:1824, first:5295, high:2136, history:2586, including:4304, january:1576, john:1991, july:1474, june:1504, known:2828, life:1935, made:2371, march:1612, national:2346, news:1784, north:1781, november:1343, october:1477, org:2198, part:2324, people:2378, population:2311, press:1297, school:1767, september:1618, south:1682, state:2386, states:2128, three:2453, through:2356, time:3863, town:1808, two:4475, united:2245, university:2341, war:2378, world:3301, year:2289, years:2948, york:1616}
january	{age:686, american:3101, april:3449, area:1049, both:1460, century:992, city:2625, county:1250, december:4304, early:1492, film:1565, first:4983, high:1390, history:2182, including:1576, january:15706, john:2281, july:3001, june:3074, known:1542, life:1611, made:1714, march:4114, national:2243, news:4173, north:1385, november:3237, october:3131, org:2820, part:1644, people:2032, population:849, press:1487, school:1201, september:3231, south:1361, state:2242, states:2293, three:1576, through:1395, time:3166, town:820, two:3053, united:2732, university:2078, war:2109, world:2708, year:2804, years:2182, york:2078}
john	{age:997, american:5223, april:2046, area:981, both:1799, century:2480, city:2465, county:1824, december:2010, early:2359, film:2705, first:6357, high:1361, history:4057, including:1991, january:2281, john:26638, july:2082, june:2235, known:2311, life:3033, made:2173, march:2507, national:2343, news:1910, north:1926, november:1962, october:2096, org:2074, part:2009, people:2649, population:469, press:4151, school:1979, september:1897, south:1762, state:2528, states:2966, three:2355, through:1716, time:3775, town:1325, two:3875, united:3523, university:4690, war:3020, world:2996, year:2361, years:2774, york:3638}
july	{age:638, american:2455, april:3433, area:999, both:1410, century:759, city:2432, county:1104, december:2874, early:1383, film:1719, first:4950, high:1430, history:2045, including:1474, january:3001, john:2082, july:12940, june:4598, known:1467, life:1550, made:1676, march:3388, national:2012, news:4191, north:1263, november:2734, october:3096, org:2884, part:1592, people:2028, population:856, press:1650, school:1189, september:3794, south:1303, state:1940, states:2004, three:1706, through:1388, time:3106, town:935, two:3152, united:2534, university:1816, war:2206, world:2898, year:2486, years:1951, york:2351}
june	{age:635, american:2711, april:3788, area:966, both:1372, century:837, city:2384, county:1033, december:2945, early:1372, film:1362, first:4835, high:1246, history:2004, including:1504, january:3074, john:2235, july:4598, june:12094, known:1430, life:1548, made:1627, march:3572, national:2125, news:4133, north:1290, november:2790, october:3117, org:2829, part:1534, people:2013, population:665, press:1605, school:1353, september:3410, south:1335, state:1939, states:1910, three:1702, through:1532, time:3107, town:876, two:3197, united:2400, university:1887, war:2316, world:3018, year:2389, years:2027, york:2072}
known	{age:1195, american:2743, april:1726, area:2680, both:3012, century:3355, city:3545, county:1163, december:1430, early:3453, film:1478, first:7399, high:2604, history:3714, including:2828, january:1542, john:2311, july:1467, june:1430, known:7386, life:2622, made:3132, march:1670, national:2137, news:1304, north:2226, november:1351, october:1421, org:2130, part:2928, people:2764, population:985, press:1562, school:1810, september:1527, south:2058, state:2492, states:2284, three:2882, through:3014, time:5016, town:1941, two:5868, united:2127, university:2712, war:2558, world:3566, year:2358, years:3251, york:1686}
life	{age:1446, american:2656, april:1680, area:769, both:2250, century:1847, city:1827, county:597, december:1522, early:3201, film:2726, first:5610, high:1574, history:2619, including:1935, january:1611, john:3033, july:1550, june:1548, known:2622, life:11936, made:2330, march:1724, national:1614, news:2007, north:888, november:1475, october:1634, org:1857, part:2109, people:2816, population:512, press:2567, school:1924, september:1577, south:850, state:1598, states:1518, three:2211, through:2422, time:4810, town:731, two:4172, united:1461, university:3254, war:2084, world:3644, year:2370, years:3744, york:2694}
made	{age:4312, american:3288, april:1824, area:1433, both:2810, century:2354, city:2755, county:956, december:1499, early:2574, film:2823, first:7808, high:2336, history:2509, including:2371, january:1714, john:2173, july:1676, june:1627, known:3132, life:2330, made:7514, march:1836, national:1773, news:1835, north:1487, november:1547, october:1728, org:1606, part:2701, people:2760, population:3454, press:1444, school:1101, september:1646, south:1571, state:2113, states:1956, three:2849, through:2778, time:5536, town:1394, two:6883, united:2014, university:1710, war:2823, world:3304, year:2814, years:4733, york:1792}
march	{age:634, american:2790, april:5185, area:1098, both:1599, century:1068, city:2616, county:1353, december:3674, early:1637, film:1484, first:5066, high:1433, history:2345, including:1612, january:4114, john:2507, july:3388, june:3572, known:1670, life:1724, made:1836, march:14936, national:2325, news:4322, north:1408, november:3041, october:3411, org:3147, part:1835, people:2438, population:775, press:1692, school:1207, september:3377, south:1497, state:2243, states:2190, three:1951, through:1537, time:3489, town:1016, two:3613, united:2846, university:2397, war:2671, world:3323, year:2729, years:2220, york:2314}
national	{age:945, american:4021, april:2368, area:2434, both:2028, century:1441, city:3981, county:3580, december:2076, early:1561, film:1562, first:5481, high:2075, history:3576, including:2346, january:2243, john:2343, july:2012, june:2125, known:2137, life:1614, made:1773, march:2325, national:21864, news:2885, north:2218, november:1932, october:2108, org:3096, part:2790, people:3442, population:1447, press:2063, school:2639, september:2213, south:2665, state:4285, states:4606, three:2106, through:2016, time:2969, town:1314, two:3715, united:5254, university:4739, war:3049, world:4506, year:3056, years:2696, york:2302}
news	{age:629, american:1982, april:4552, area:913, both:1634, century:586, city:2855, county:1076, december:3820, early:1301, film:1940, first:4932, high:1528, history:1814, including:1784, january:4173, john:1910, july:4191, june:4133, known:1304, life:2007, made:1835, march:4322, national:2885, news:20814, north:1542, november:3755, october:4131, org:3865, part:1688, people:2366, population:521, press:2311, school:1563, september:4148, south:1625, state:1982, states:1736, three:1864, through:1419, time:3595, town:748, two:3450, united:2729, university:2571, war:1583, world:5185, year:2584, years:2534, york:2332}
north	{age:760, american:3127, april:1362, area:4134, both:1639, century:1939, city:5407, county:6033, december:1170, early:1587, film:714, first:3852, high:1839, history:2735, including:1781, january:1385, john:1926, july:1263, june:1290, known:2226, life:888, made:1487, march:1408, national:2218, news:1542, north:17026, november:1177, october:1207, org:1592, part:2891, people:2283, population:1774, press:1317, school:1841, september:1330, south:9487, state:3897, states:3094, three:1935, through:2585, time:2163, town:3529, two:3622, united:3138, university:2881, war:2283, world:2343, year:1649, years:1783, york:1877}
november	{age:585, american:2345, april:2991, area:863, both:1342, century:721, city:2414, county:1102, december:3875, early:1320, film:1339, first:4506, high:1190, history:1909, including:1343, january:3237, john:1962, july:2734, june:2790, known:1351, life:1475, made:1547, march:3041, national:1932, news:3755, north:1177, november:12802, october:4374, org:2579, part:1453, people:1868, population:551, press:1669, school:1280, september:3168, south:1213, state:1939, states:1798, three:1608, through:1268, time:2762, town:829, two:3042, united:2306, university:2057, war:2116, world:2810, year:2218, years:1847, york:1898}
october	{age:638, american:2557, april:3393, area:893, both:1374, century:808, city:2467, county:818, december:3436, early:1427, film:1680, first:5011, high:1186, history:1942, including:1477, january:3131, john:2096, july:3096, june:3117, known:1421, life:1634, made:1728, march:3411, national:2108, news:4131, north:1207, november:4374, october:12658, org:2898, part:1485, people:2022, population:516, press:1601, school:1079, september:4471, south:1367, state:1847, states:1912, three:1671, through:1609, time:3102, town:809, two:3191, united:2534, university:1986, war:2536, world:3153, year:2336, years:2077, york:2144}
org	{age:909, american:3117, april:3333, area:1384, both:1760, century:1378, city:2693, county:1849, december:2658, early:1686, film:1522, first:4128, high:2103, history:3904, including:2198, january:2820, john:2074, july:2884, june:2829, known:2130, life:1857, made:1606, march:3147, national:3096, news:3865, north:1592, november:2579, october:2898, org:18214, part:1915, people:2366, population:1267, press:2446, school:2025, september:3110, south:1678, state:2609, states:2750, three:1673, through:2045, time:3093, town:952, two:3018, united:3163, university:3344, war:1752, world:4241, year:2088, years:2093, york:1828}
part	{age:973, american:1902, april:1850, area:3587, both:2500, century:2646, city:4067, county:3286, december:1434, early:2383, film:1727, first:6584, high:2049, history:3219, including:2324, january:1644, john:2009, july:1592, june:1534, known:2928, life:2109, made:2701, march:1835, national:2790, news:1688, north:2891, november:1453, october:1485, org:1915, part:9122, people:2496, population:1705, press:1492, school:1885, september:1610, south:2819, state:3134, states:2466, three:2799, through:2910, time:4693, town:2821, two:5355, united:2487, university:2368, war:3151, world:3480, year:2268, years:2682, york:1673}
people	{age:2974, american:9733, april:2438, area:3213, both:2449, century:3428, city:6194, county:3325, december:2012, early:1968, film:2033, first:5056, high:2055, history:3648, including:2378, january:2032, john:2649, july:2028, june:2013, known:2764, life:2816, made:2760, march:2438, national:3442, news:2366, north:2283, november:1868, october:2022, org:2366, part:2496, people:26346, population:6956, press:2021, school:2155, september:2076, south:2564, state:3576, states:4589, three:2226, through:2482, time:4310, town:3099, two:5533, united:4846, university:4087, war:3506, world:4539, year:2306, years:3608, york:2587}
population	{age:14346, american:6989, april:897, area:4185, both:774, century:1443, city:9326, county:6822, december:738, early:752, film:90, first:1708, high:909, history:1765, including:2311, january:849, john:469, july:856, june:665, known:985, life:512, made:3454, march:775, national:1447, news:521, north:1774, november:551, october:516, org:1267, part:1705, people:6956, population:13728, press:462, school:886, september:558, south:1900, state:2415, states:3681, three:832, through:837, time:1194, town:4552, two:3618, united:3572, university:919, war:1307, world:1745, year:1069, years:7173, york:605}
press	{age:839, american:3259, april:1695, area:650, both:1387, century:2146, city:1835, county:576, december:1424, early:1832, film:1244, first:3792, high:1108, history:5565, including:1297, january:1487, john:4151, july:1650, june:1605, known:1562, life:2567, made:1444, march:1692, national:2063, news:2311, north:1317, november:1669, october:1601, org:2446, part:1492, people:2021, population:462, press:13098, school:890, september:1630, south:1035, state:2181, states:1868, three:1429, through:1450, time:2852, town:498, two:2574, united:1919, university:15022, war:2849, world:3731, year:1306, years:1913, york:5337}
school	{age:1940, american:2113, april:1460, area:2019, both:1527, century:1121, city:4095, county:3880, december:1157, early:1889, film:962, first:4290, high:13014, history:2136, including:1767, january:1201, john:1979, july:1189, june:1353, known:1810, life:1924, made:1101, march:1207, national:2639, news:1563, north:1841, november:1280, october:1079, org:2025, part:1885, people:2155, population:886, press:890, school:45080, september:1356, south:1797, state:3453, states:1957, three:1925, through:1763, time:2447, town:1981, two:3431, united:2262, university:7986, war:1268, world:1880, year:3379, years:2910, york:1714}
september	{age:580, american:2707, april:3281, area:1040, both:1530, century:830, city:2678, county:959, december:3014, early:1461, film:1540, first:4945, high:1276, history:2072, including:1618, january:3231, john:1897, july:3794, june:3410, known:1527, life:1577, made:1646, march:3377, national:2213, news:4148, north:1330, november:3168, october:4471, org:3110, part:1610, people:2076, population:558, press:1630, school:1356, september:12662, south:1304, state:1810, states:2041, three:1772, through:1410, time:3135, town:919, two:3464, united:2670, university:2176, war:2572, world:3163, year:2460, years:2037, york:2438}
south	{age:623, american:2639, april:1517, area:3739, both:1675, century:1765, city:5314, county:4976, december:1320, early:1503, film:624, first:3930, high:1782, history:2534, including:1682, january:1361, john:1762, july:1303, june:1335, known:2058, life:850, made:1571, march:1497, national:2665, news:1625, north:9487, november:1213, october:1367, org:1678, part:2819, people:2564, population:1900, press:1035, school:1797, september:1304, south:18112, state:3102, states:2889, three:1836, through:2317, time:2179, town:3155, two:3600, united:3198, university:2382, war:2345, world:2939, year:1692, years:1770, york:1435}
state	{age:1035, american:2893, april:2027, area:2759, both:2404, century:1898, city:6346, county:8620, december:1894, early:1811, film:606, first:5337, high:2296, history:3472, including:2386, january:2242, john:2528, july:1940, june:1939, known:2492, life:1598, made:2113, march:2243, national:4285, news:1982, north:3897, november:1939, october:1847, org:2609, part:3134, people:3576, population:2415, press:2181, school:3453, september:1810, south:3102, state:28484, states:7584, three:2304, through:2695, time:3727, town:2304, two:4428, united:5414, university:6577, war:3281, world:2898, year:2648, years:2833, york:6059}
states	{age:944, american:6924, april:2155, area:3517, both:2233, century:1805, city:6749, county:7087, december:1947, early:1844, film:1305, first:5633, high:1736, history:4039, including:2128, january:2293, john:2966, july:2004, june:1910, known:2284, life:1518, made:1956, march:2190, national:4606, news:1736, north:3094, november:1798, october:1912, org:2750, part:2466, people:4589, population:3681, press:1868, school:1957, september:2041, south:2889, state:7584, states:23106, three:1902, through:2075, time:3489, town:2343, two:3866, united:39436, university:3182, war:5046, world:4447, year:2286, years:2483, york:3578}
three	{age:1103, american:1969, april:1863, area:1770, both:2988, century:1769, city:2856, county:1285, december:1618, early:2223, film:1712, first:8546, high:2440, history:2533, including:2453, january:1576, john:2355, july:1706, june:1702, known:2882, life:2211, made:2849, march:1951, national:2106, news:1864, north:1935, november:1608, october:1671, org:1673, part:2799, people:2226, population:832, press:1429, school:1925, september:1772, south:1836, state:2304, states:1902, three:9876, through:2684, time:5192, town:1219, two:10374, united:2017, university:2211, war:2396, world:3661, year:3724, years:4433, york:1731}
through	{age:973, american:1791, april:1574, area:2313, both:3125, century:2060, city:3035, county:1515, december:1386, early:2271, film:1274, first:5906, high:2683, history:2644, including:2356, january:1395, john:1716, july:1388, june:1532, known:3014, life:2422, made:2778, march:1537, national:2016, news:1419, north:2585, november:1268, october:1609, org:2045, part:2910, people:2482, population:837, press:1450, school:1763, september:1410, south:2317, state:2695, states:2075, three:2684, through:8588, time:4938, town:1825, two:5631, united:1930, university:1939, war:2261, world:3332, year:2160, years:2628, york:1517}
time	{age:1940, american:3679, april:3386, area:2218, both:4969, century:3599, city:3957, county:1245, december:2832, early:4424, film:3760, first:14511, high:3781, history:4884, including:3863, january:3166, john:3775, july:3106, june:3107, known:5016, life:4810, made:5536, march:3489, national:2969, news:3595, north:2163, november:2762, october:3102, org:3093, part:4693, people:4310, population:1194, press:2852, school:2447, september:3135, south:2179, state:3727, states:3489, three:5192, through:4938, time:27350, town:1748, two:10020, united:3293, university:3596, war:4441, world:6760, year:5889, years:6607, york:3425}
town	{age:4047, american:1805, april:974, area:4031, both:1001, century:2234, city:5497, county:7326, december:643, early:1452, film:578, first:3467, high:1301, history:2888, including:1808, january:820, john:1325, july:935, june:876, known:1941, life:731, made:1394, march:1016, national:1314, news:748, north:3529, november:829, october:809, org:952, part:2821, people:3099, population:4552, press:498, school:1981, september:919, south:3155, state:2304, states:2343, three:1219, through:1825, time:1748, town:19804, two:2781, united:2516, university:855, war:1792, world:1363, year:1243, years:2767, york:1578}
two	{age:3100, american:6476, april:3748, area:3531, both:7576, century:3351, city:6070, county:2582, december:3031, early:4374, film:3221, first:16333, high:4803, history:4558, including:4475, january:3053, john:3875, july:3152, june:3197, known:5868, life:4172, made:6883, march:3613, national:3715, news:3450, north:3622, november:3042, october:3191, org:3018, part:5355, people:5533, population:3618, press:2574, school:3431, september:3464, south:3600, state:4428, states:3866, three:10374, through:5631, time:10020, town:2781, two:24908, united:3754, university:4011, war:4598, world:5998, year:6096, years:8360, york:3239}
united	{age:1012, american:6989, april:2864, area:3491, both:2165, century:1515, city:7225, county:6970, december:2497, early:1815, film:1608, first:6489, high:1759, history:4056, including:2245, january:2732, john:3523, july:2534, june:2400, known:2127, life:1461, made:2014, march:2846, national:5254, news:2729, north:3138, november:2306, october:2534, org:3163, part:2487, people:4846, population:3572, press:1919, school:2262, september:2670, south:3198, state:5414, states:39436, three:2017, through:1930, time:3293, town:2516, two:3754, united:26502, university:3772, war:5356, world:5414, year:2782, years:2655, york:3692}
university	{age:1203, american:5379, april:2358, area:1596, both:2130, century:2593, city:4329, county:1822, december:1729, early:2468, film:1155, first:6059, high:2407, history:6478, including:2341, january:2078, john:4690, july:1816, june:1887, known:2712, life:3254, made:1710, march:2397, national:4739, news:2571, north:2881, november:2057, october:1986, org:3344, part:2368, people:4087, population:919, press:15022, school:7986, september:2176, south:2382, state:6577, states:3182, three:2211, through:1939, time:3596, town:855, two:4011, united:3772, university:47506, war:2859, world:5049, year:3315, years:3280, york:4917}
war	{age:911, american:5637, april:2468, area:1789, both:2657, century:2630, city:3318, county:2419, december:2082, early:2558, film:1581, first:8179, high:1497, history:4642, including:2378, january:2109, john:3020, july:2206, june:2316, known:2558, life:2084, made:2823, march:2671, national:3049, news:1583, north:2283, november:2116, october:2536, org:1752, part:3151, people:3506, population:1307, press:2849, school:1268, september:2572, south:2345, state:3281, states:5046, three:2396, through:2261, time:4441, town:1792, two:4598, united:5356, university:2859, war:28184, world:13221, year:2498, years:4137, york:2601}
world	{age:1495, american:4399, april:3268, area:1917, both:3402, century:3076, city:4538, county:836, december:2682, early:2922, film:2615, first:10680, high:2534, history:5222, including:3301, january:2708, john:2996, july:2898, june:3018, known:3566, life:3644, made:3304, march:3323, national:4506, news:5185, north:2343, november:2810, october:3153, org:4241, part:3480, people:4539, population:1745, press:3731, school:1880, september:3163, south:2939, state:2898, states:4447, three:3661, through:3332, time:6760, town:1363, two:5998, united:5414, university:5049, war:13221, world:28168, year:4502, years:4253, york:3842}
year	{age:1627, american:2522, april:2596, area:1432, both:2345, century:1656, city:3565, county:1535, december:2480, early:2171, film:2628, first:9061, high:2197, history:2676, including:2289, january:2804, john:2361, july:2486, june:2389, known:2358, life:2370, made:2814, march:2729, national:3056, news:2584, north:1649, november:2218, october:2336, org:2088, part:2268, people:2306, population:1069, press:1306, school:3379, september:2460, south:1692, state:2648, states:2286, three:3724, through:2160, time:5889, town:1243, two:6096, united:2782, university:3315, war:2498, world:4502, year:16430, years:5693, york:2179}
years	{age:20103, american:2944, april:2283, area:1870, both:2776, century:2312, city:5573, county:2236, december:1940, early:3512, film:1888, first:9178, high:2302, history:3690, including:2948, january:2182, john:2774, july:1951, june:2027, known:3251, life:3744, made:4733, march:2220, national:2696, news:2534, north:1783, november:1847, october:2077, org:2093, part:2682, people:3608, population:7173, press:1913, school:2910, september:2037, south:1770, state:2833, states:2483, three:4433, through:2628, time:6607, town:2767, two:8360, united:2655, university:3280, war:4137, world:4253, year:5693, years:15524, york:2357}
york	{age:993, american:5554, april:2301, area:1093, both:1536, century:1512, city:7194, county:2883, december:2028, early:2042, film:2708, first:4849, high:1324, history:3524, including:1616, january:2078, john:3638, july:2351, june:2072, known:1686, life:2694, made:1792, march:2314, national:2302, news:2332, north:1877, november:1898, october:2144, org:1828, part:1673, people:2587, population:605, press:5337, school:1714, september:2438, south:1435, state:6059, states:3578, three:1731, through:1517, time:3425, town:1578, two:3239, united:3692, university:4917, war:2601, world:3842, year:2179, years:2357, york:24340}
